taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,version,pangolin_version,pangoLEARN_version,pango_version,status,note
hCoV-19/Thailand/CU-A21956-NT/2021,AY.85,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.85(1/1)
hCoV-19/Thailand/CU-A21963-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21972-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21983-NT/2021,AY.85,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.85(1/1)
hCoV-19/Thailand/CU-A21979-NT/2021,C.36.3,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: C.36.3(1/1)
hCoV-19/Thailand/CU-A21075-AF/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.913000,0.087000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 21; Ref alleles 2; Amb alleles 0; Usher placements: B.1.1.7(6/6)
hCoV-19/Thailand/CU-A21101-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(4/4)
hCoV-19/Thailand/CU-A21625-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21314-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(2/2)
hCoV-19/Thailand/CU-A21984-NT/2021,AY.85,0.0,,Delta (B.1.617.2-like),0.923100,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.85(1/1)
hCoV-19/Thailand/CU-A21626-NT/2021,AY.85,0.0,,Delta (B.1.617.2-like),0.923100,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.85(1/1)
hCoV-19/Thailand/CU-A21980-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21556-NPS/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(2/2)
hCoV-19/Thailand/CU-A21957-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21990-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21642-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21732-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21736-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21663-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21731-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21698-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21078-NT/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.956500,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 22; Ref alleles 1; Amb alleles 0; Usher placements: B.1.1.7(3/3)
hCoV-19/Thailand/CU-A21978-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21733-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21661-Sputum/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 1; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21966-NT/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A21182-NT/2021,B.1.617.2,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: B.1.617.2(1/1)
hCoV-19/Thailand/CU-A21322-NPS/2021,B.1.1.7,0.0,,Alpha (B.1.1.7-like),0.913000,0.043500,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 1; Usher placements: B.1.1.7(4/4)
hCoV-19/Thailand/CU-A21433-NT/2021,B.1.351,0.0,,Beta (B.1.351-like),0.785700,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 1; Usher placements: B.1.351(1/1)
hCoV-19/Thailand/CU-A21434-NT/2021,B.1.351,0.0,,Beta (B.1.351-like),0.857100,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 0; Amb alleles 0; Usher placements: B.1.351(1/1)
hCoV-19/Thailand/CU-A21023-NT/2021,B.1.525,0.0,,Eta (B.1.525-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 16; Ref alleles 0; Amb alleles 0; Usher placements: B.1.525(3/3)
hCoV-19/Thailand/CU-A211013/2021,AY.30,0.0,,Delta (B.1.617.2-like),0.923100,0.076900,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 12; Ref alleles 1; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A211014/2021,AY.30,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.30(1/1)
hCoV-19/Thailand/CU-A211015/2021,AY.85,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.85(1/1)
hCoV-19/Thailand/CU-A211017/2021,AY.127,0.0,,Delta (B.1.617.2-like),1.000000,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 13; Ref alleles 0; Amb alleles 0; Usher placements: AY.127(1/1)
hCoV-19/Thailand/CU-SI2012949-NT/2020,B.1,0.0,,,,,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,Usher placements: B.1(1/1)
hCoV-19/Thailand/CU-SI2105809-NT/2021,B.1.351,0.0,,Beta (B.1.351-like),0.571400,0.000000,PUSHER-v1.2.123,3.1.19,,v1.2.123,passed_qc,scorpio call: Alt alleles 8; Ref alleles 0; Amb alleles 5; Usher placements: B.1.351(1/1)
